inclusion,current_role,consent_date,age,gender,race_eth,sex_orient,educator_status,high_lved,yrs_teach,current_class,current_class_other,teach_stud,school_type,school_type_other,school_loc,school_level,school_level_other,grades_teach,school_size,mh_syst,mh_prac,mh_prac_other,pro_1,pro_2,pro_3,pro_4,pro_5,pro_6,pro_7,pro_8,pro_9,pro_10,pro_11,pro_12,pro_13,pro_14,pro_15,pro_16,pro_17,pro_18,pro_19,pro_20,pro_21,pro_22,pro_23,pro_24,pro_25,pro_26,pro_27,pro_28,pro_29,pro_30,mhl_1,mhl_2,mhl_3,mhl_4,mhl_5,mhl_6,mhl_7,mhl_8,mhl_9,mhl_10,mhl_11,mhl_12,mhl_13,mhl_14,mhl_15,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,stress_1E,stress_1A,stress_2E,stress_2A,stress_3E,stress_3A,stress_4E,stress_4A,stress_5A,stress_5E,stress_6E,stress_6A,stress_7E,stress_7A,stress_8E,stress_8A,stress_9E,stress_9A,stress_10E,stress_10A,stress_11E,stress_11A,stress_12E,stress_12A,stress_13E,stress_13A,stress_14E,stress_14A,stress_15E,stress_15A,leav_prof_yr,leave_prof_five_yrs,leave_prof_why,leave_prof_why_oth
Yes,Classroom Teacher in K-12 Setting in Oregon,6/3/24,25-34,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Bachelor's Degree,2-5 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Students who have experienced trauma",Charter school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,2,Less than 500 students,No,,,Often,Very often,Often,Often,Sometimes,Rarely,Very often,Sometimes,Often,Often,Very often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Very often,Often,Very often,Very often,Never,Very often,Sometimes,Very often,Sometimes,Rarely,Often,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat disagree,Neither agree nor disagree (neutral),Somewhat agree,Agree,Agree,Agree,Agree,9,9,7,3,6,2,9,8,10,9,6,5,5,2,8,7,5,3,8,6,1,1,7,4,5,3,5,4,5,4,75-100%,75-100%,"Student behavior,Workload,Salary,Limited planning time,Emotional exhaustion,Work environment,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/3/24,45-54,Prefer not to answer,Prefer not to answer,Prefer not to answer,"Current K-12 license through TSPC,Professional License",Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",Elementary School,,5,Less than 500 students,I am not sure,,,Often,Sometimes,Often,Often,Sometimes,Sometimes,Rarely,Never,Never,Never,Rarely,Often,Never,Never,Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Rarely,Rarely,Often,Rarely,Often,Often,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree (neutral),Somewhat agree,Disagree,Agree,Neither agree nor disagree (neutral),Agree,Agree,Agree,Agree,4,6,2,6,2,5,1,5,5,5,2,5,1,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,0-24%,0-24%,"Student behavior,Emotional exhaustion",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/5/24,35-44,Female,White or Caucasian,Pansexual,"Current K-12 license through TSPC,Professional License",Master's Degree,11-15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma","Public school,Charter school",,"In a small town or rural area (population of 49,000 or less)",Other (Please Specify),K-12,"K,1,2,3,4,5,6,7,8,9,10,11,12+",Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies,Other program or practice (Please specify.)",mentoring,Often,Sometimes,Often,Often,Rarely,Often,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Often,Often,Very often,Often,Often,Often,Rarely,Often,Rarely,Rarely,Often,Rarely,Often,Often,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Somewhat disagree,Agree,4,3,3,3,4,3,4,2,7,3,7,5,3,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,0-24%,25-49%,"Workload,Salary,Lack of resources,Limited planning time",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/5/24,35-44,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,11-15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students who have experienced trauma",Charter school,,"In a small town or rural area (population of 49,000 or less)",Other (Please Specify),K-12,4,Less than 500 students,Yes,Community-school partnerships with outside agencies,,Often,Often,Often,Often,Very often,Sometimes,Sometimes,Often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Never,Often,Never,Sometimes,Often,Never,Very often,Sometimes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,1,4,8,7,6,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0-24%,50-74%,"Administrative support,Student behavior,Lack of resources,Limited planning time,Work environment",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,45-54,"Male,Cisgender (your gender identity is the same as your sex assigned at birth)",White or Caucasian,Asexual,"Current K-12 license through TSPC,Professional License",Doctoral Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,"6,7,8",501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very often,Often,Very often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Rarely,Rarely,Very often,Sometimes,Often,Rarely,Sometimes,Rarely,Often,Very often,Sometimes,Sometimes,Very often,Never,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree (neutral),Agree,Somewhat agree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Somewhat agree,Neither agree nor disagree (neutral),Somewhat agree,Somewhat agree,Neither agree nor disagree (neutral),7,7,7,7,8,8,8,7,10,10,7,6,7,7,9,9,8,8,9,8,4,2,9,9,9,7,10,9,8,7,50-74%,75-100%,"Administrative support,Student behavior,Staff shortages,Staff turnover,Workload,Salary,Desire to change role within schools,Lack of resources,Limited planning time,Emotional exhaustion,Work environment,School culture,Another option not listed",administrators adding stress
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,21-24,Female,White or Caucasian,Lesbian,"Current K-12 license through TSPC,Preliminary License","Bachelor's Degree,Master's Degree,Graduated from Teacher License Program",2-5 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,"7,8",501 to 1000 students,Yes,"Universal screening,Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Very often,Often,Often,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Never,Never,Often,Often,Very often,Often,Often,Often,Sometimes,Often,Rarely,Often,Sometimes,Sometimes,Often,Rarely,Very often,Often,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,7,4,4,2,4,2,8,3,8,4,8,3,4,2,3,1,2,1,1,1,3,1,3,2,5,2,1,1,5,2,0-24%,0-24%,"Administrative support,Student behavior,Staff turnover,Workload,Salary,Lack of resources,Emotional exhaustion",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,45-54,Female,White or Caucasian,Straight,Professional License,"Master's Degree,Graduated from Teacher License Program",More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,"6,7",501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Very often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very often,Sometimes,Sometimes,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Rarely,Sometimes,Sometimes,Very often,Sometimes,Never,Very often,Sometimes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree (neutral),Somewhat disagree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Somewhat agree,Neither agree nor disagree (neutral),9,4,6,5,3,3,6,4,9,4,7,4,3,2,6,3,4,2,5,2,3,2,3,2,2,2,3,3,3,2,0-24%,0-24%,"Student behavior,Staff shortages,Staff turnover,Workload,Salary,Lack of resources,Limited planning time,Emotional exhaustion,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,65+,Cisgender (your gender identity is the same as your sex assigned at birth),Prefer not to answer,Prefer not to answer,Preliminary License,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,"6,7,8",501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,School-based health center",,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Often,Rarely,Never,Often,Often,Sometimes,Often,Very often,Often,Very often,Often,Never,Often,Never,Sometimes,Often,Sometimes,Very often,Very often,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree (neutral),Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,4,1,3,1,4,2,5,4,5,2,2,1,1,1,1,1,1,1,4,1,5,1,1,1,3,1,6,1,5,1,75-100%,75-100%,"Student behavior,Salary,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,35-44,Male,White or Caucasian,Straight,Professional License,Master's Degree,More than 15 years,Other (Please Specify),Visual Art,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,"6,7,8",501 to 1000 students,Yes,Other program or practice (Please specify.),Mental health counselor on site,Rarely,Often,Often,Sometimes,Rarely,Sometimes,Often,Often,Very often,Often,Very often,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Very often,Sometimes,Very often,Sometimes,Rarely,Often,Rarely,Very often,Rarely,Sometimes,Often,Sometimes,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree (neutral),Somewhat agree,Neither agree nor disagree (neutral),Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree (neutral),9,8,5,5,7,6,9,4,5,3,8,7,7,6,8,4,7,7,3,4,2,2,8,4,5,4,9,5,10,5,0-24%,25-49%,"Student behavior,Lack of resources,Limited planning time,Emotional exhaustion,Prefer not to answer",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,45-54,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,Other (Please Specify),general ed with inclusion model for SPED,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Twice Exceptional Students (Students with disabilities and giftedness),Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,K,Less than 500 students,No,,,Sometimes,Very often,Sometimes,Often,Often,Rarely,Sometimes,Rarely,Very often,Very often,Very often,Rarely,Often,Very often,Sometimes,Sometimes,Sometimes,Rarely,Very often,Sometimes,Very often,Often,Never,Often,Never,Very often,Rarely,Rarely,Very often,Rarely,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree (neutral),Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,8,5,9,5,10,5,9,4,9,4,8,5,10,5,9,5,9,4,8,5,6,8,9,4,10,4,7,7,9,4,25-49%,50-74%,"Administrative support,Student behavior,Workload,Emotional exhaustion,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,35-44,Female,White or Caucasian,Prefer not to answer,"Current K-12 license through TSPC,Professional License",Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,2,Less than 500 students,No,,,Sometimes,Very often,Sometimes,Sometimes,Often,Never,Very often,Often,Often,Very often,Very often,Sometimes,Sometimes,Rarely,Often,Never,Rarely,Rarely,Very often,Often,Very often,Often,Rarely,Rarely,Sometimes,Very often,Rarely,Rarely,Often,Sometimes,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree (neutral),Somewhat disagree,Somewhat agree,Somewhat disagree,10,6,10,6,10,6,8,6,10,6,9,6,9,6,9,6,10,6,8,6,10,6,9,6,4,6,9,6,9,7,0-24%,25-49%,"Student behavior,Staff turnover,Workload,Salary,Limited planning time,Emotional exhaustion",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,45-54,Female,White or Caucasian,Straight,"Current K-12 license through TSPC,Professional License","Bachelor's Degree,Graduated from Teacher License Program",More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,3,Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Very often,Often,Very often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Sometimes,Rarely,Often,Often,Often,Often,Very often,Often,Often,Often,Sometimes,Often,Rarely,Often,Often,Sometimes,Often,Often,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree (neutral),Disagree,Somewhat disagree,Disagree,Neither agree nor disagree (neutral),Somewhat agree,Somewhat agree,Somewhat disagree,7,8,7,8,7,7,8,8,7,6,8,8,4,5,6,7,6,5,4,4,4,4,4,4,7,6,5,5,5,4,0-24%,25-49%,"Administrative support,Student behavior,Staff shortages,Staff turnover,Workload,Limited planning time,Emotional exhaustion,Work environment,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,45-54,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,0-1 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students who have experienced trauma",Charter school,,"In a small town or rural area (population of 49,000 or less)",Other (Please Specify),K-12,3,Less than 500 students,Yes,Social-emotional or mental health interventions/supports,,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Very often,Rarely,Never,Very often,Often,Often,Often,Often,Often,Rarely,Often,Never,Very often,Never,Never,Often,Never,Often,Very often,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree (neutral),Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,5,3,1,1,1,1,3,1,5,5,3,2,1,1,4,4,2,1,1,1,1,1,1,1,2,2,1,1,1,1,0-24%,0-24%,Does not apply to me,
Yes,Classroom Teacher in K-12 Setting in Oregon,6/6/24,35-44,Male,White or Caucasian,Straight,Preliminary License,Master's Degree,6-10 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma","Public school,Charter school",,"In a small town or rural area (population of 49,000 or less)",High School,,"7,8,9,10,11,12+",Less than 500 students,Yes,Community-school partnerships with outside agencies,,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Sometimes,Never,Never,Never,Rarely,Often,Rarely,Never,Often,Rarely,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Never,Very often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Somewhat agree,Neither agree nor disagree (neutral),8,4,,1,,,7,3,6,6,10,10,,,7,4,,,4,4,7,5,3,3,4,4,3,3,4,8,0-24%,0-24%,"Administrative support,Student behavior,Workload,Salary,Limited planning time,Emotional exhaustion,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/7/24,35-44,Female,White or Caucasian,Straight,"Current K-12 license through TSPC,Professional License",Master's Degree,11-15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,8,501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Often,Very often,Very often,Very often,Often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Often,Very often,Sometimes,Sometimes,Sometimes,Rarely,Very often,Often,Sometimes,Very often,Often,Agree,Strongly agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,9,6,3,3,3,3,6,3,8,7,2,7,3,3,3,5,7,7,7,7,4,3,6,8,3,2,1,1,7,6,0-24%,50-74%,"Administrative support,Student behavior,Staff shortages,Staff turnover,Workload,Salary,Lack of resources,Limited planning time,Emotional exhaustion,Work environment,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/7/24,55-64,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,1,Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Very often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Very often,Very often,Sometimes,Very often,Very often,Very often,Often,Rarely,Sometimes,Very often,Sometimes,Often,Often,Often,Very often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,8,6,9,6,10,7,10,7,7,5,4,3,9,4,7,4,10,5,7,5,1,1,9,6,7,5,8,4,2,1,75-100%,75-100%,"Student behavior,Emotional exhaustion,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/7/24,45-54,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,1,Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Very often,Very often,Often,Very often,Rarely,Sometimes,Sometimes,Sometimes,Very often,Often,Often,Often,Rarely,Often,Rarely,Rarely,Sometimes,Very often,Sometimes,Often,Sometimes,Rarely,Very often,Sometimes,Very often,Sometimes,Rarely,Very often,Sometimes,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,5,3,3,3,4,6,6,4,8,7,8,5,1,1,8,3,2,2,6,3,1,1,2,2,3,2,4,4,4,2,0-24%,50-74%,"Student behavior,Emotional exhaustion",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/7/24,45-54,Non-binary,White or Caucasian,Pansexual,"Current K-12 license through TSPC,Professional License",Graduated from Teacher License Program,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In an urban area or city (population of 250,000 or more)",Elementary School,,5,Less than 500 students,I am not sure,,,Often,Often,Very often,Sometimes,Very often,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very often,Never,Never,Often,Sometimes,Often,Often,Often,Often,Often,Very often,Rarely,Very often,Rarely,Often,Sometimes,Rarely,Often,Very often,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree (neutral),Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree (neutral),Strongly disagree,Somewhat agree,Neither agree nor disagree (neutral),Disagree,Somewhat agree,6,3,2,1,2,2,2,1,5,3,3,2,1,1,4,2,3,2,1,1,2,1,2,2,3,3,1,1,1,1,0-24%,0-24%,"Student behavior,Staff shortages,Workload,Limited planning time,Emotional exhaustion,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,6/11/24,35-44,Female,White or Caucasian,Bisexual,Preliminary License,Master's Degree,6-10 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,2,Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Very often,Very often,Very often,Often,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Rarely,Sometimes,Often,Very often,Often,Often,Very often,Very often,Very often,Very often,Rarely,Very often,Rarely,Often,Very often,Rarely,Very often,Often,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,6,4,3,3,5,3,5,3,8,7,5,3,3,3,8,7,6,4,1,1,4,2,6,4,7,3,1,1,1,1,0-24%,25-49%,"Student behavior,Staff shortages,Staff turnover,Workload,Salary,Limited planning time,Emotional exhaustion",
